"\"https://www.20min.ch/sport/fussball/story/Messi-sackt-am-meisten-ein-29817788\",\"2019-11-21T21:31:36Z\""
"\"https://www.20min.ch/schweiz/zuerich/story/Deutsche-Fussballfans-wueten-an-Eishockeyspiel-27253329\",\"2019-12-10T08:47:46Z\""
"\"https://www.20min.ch/schweiz/basel/story/Securitys-muessen-mehr-einstecken-als-frueher-17434519\",\"2019-12-16T11:25:06Z\""
"\"https://www.20min.ch/ausland/news/story/Einigung-auf-Waffenruhe-im-Gazastreifen-12624433\",\"2019-12-08T16:34:44Z\""
"\"https://www.20min.ch/story/bund-muss-nicht-die-ganze-mwst-zurueckzahlen-543537066124\",\"2020-08-09T12:11:30Z\""
"\"https://www.20min.ch/story/ex-mcdonald-s-manager-warnt-vor-fast-food-falle-849207309378\",\"2020-05-31T06:34:14Z\""
"\"https://www.20min.ch/story/lufthansa-sanierung-duerfte-fuenf-bis-sechs-jahre-dauern-715476622248\",\"2020-07-10T05:54:44Z\""
"\"https://cp.20min.ch/de/stories/738-kostenlos-lesen-hunkeler-in-der-wildnis\",\"2020-03-31T23:38:19Z\""
"\"https://www.20min.ch/story/neat-bau-verzoegert-sich-um-ein-jahr-341048200104\",\"2020-07-07T20:14:12Z\""
"\"https://www.20min.ch/schweiz/basel/story/Eltern-vergessen-Sohn-auf-Raststaette-24991738\",\"2020-01-23T02:15:44Z\""
"\"https://www.20min.ch/motor/news/story/Volvo-stellt-ersten-Voll-Stromer-vor-30969138\",\"2019-12-06T17:35:56Z\""
"\"https://cp.20min.ch/de/stories/703-abnehmen-ja-cellulite-nein\",\"2020-03-31T23:02:13Z\""
"\"https://www.20min.ch/schweiz/ostschweiz/story/Fluechtlinge-leben-mit-bestialischem-Gestank-30732894\",\"2020-02-20T07:13:12Z\""
"\"https://www.20min.ch/wissen/gesundheit/story/Atommuell-28290244\",\"2020-04-10T00:29:04Z\""
"\"https://www.20min.ch/story/so-schoen-sind-eure-kraeutergaertchen-730628443567\",\"2020-05-31T23:35:58Z\""
"\"https://www.20min.ch/schweiz/news/story/-Sekunden-nach-dem-Video-kam-es-zum-Crash--23031576\",\"2020-03-29T12:58:42Z\""
"\"https://www.20min.ch/schweiz/bern/story/Partei-fuer-Recht-des-Mannes-14716901\",\"2019-10-14T07:59:07Z\""
"\"https://www.20min.ch/schweiz/news/story/Bald-Comeback-von-Tele24-unter-einem-neuen-Namen--10342546\",\"2020-01-20T11:54:52Z\""
"\"https://www.20min.ch/people/international/story/-Sex--Am-liebsten-im-Schlafzimmer--12385836\",\"2019-10-17T22:35:24Z\""
"\"https://www.20min.ch/story/schulmassaker-game-aus-app-store-verbannt-366787099856\",\"2020-07-11T22:43:47Z\""
"\"https://www.20min.ch/ausland/news/story/Diese-Insel-war-billiger-als-ein-Schrebergarten-24622741\",\"2019-10-14T05:26:11Z\""
"\"https://www.20min.ch/digital/news/story/Nokia-treibts-bunt-30963932\",\"2019-12-10T13:41:08Z\""
"\"https://www.20min.ch/story/im-schlafzimmer-von-einbrecher-ueberrascht-100858877554\",\"2020-07-11T05:56:00Z\""
